,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
1382,Arts,Design - Visual Communication,TU973,,,,,,,,8,Technological University Dublin,#,,,,,,,,,,,TU
1383,Arts,Fine Art,TU974,,,,,,,,8,Technological University Dublin,#,,,,,,,,,,,TU
1384,Arts,Interior Design,TU975,,,,,,,,8,Technological University Dublin,#,,,,,,,,,,,TU
1385,Arts,Photography,TU976,,,,,,,,8,Technological University Dublin,#,,,,,,,,,,,TU
1386,Arts,Creative Digital Media,TU981,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1387,Arts,Creative Digital Media,TU982,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1388,Arts,Film and Broadcasting,TU983,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1389,Information and Communication Technologies (ICTs),Game Design,TU984,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1390,Journalism and information,Journalism,TU985,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1391,Business and administration,Print Media Technology and Management,TU986,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1392,Welfare,Applied Social Studies in Social Care,TU991,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1393,Social and behavioural sciences,Community and Youth Development,TU992,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1394,Welfare,Early Childhood Care and Education,TU993,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1395,Welfare,Early Childhood Care and Education,TU994,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1396,Education,Early Childhood Education,TU995,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1397,Social and behavioural sciences,Social Care,TU996,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1398,Welfare,Applied Social Care,TU997,,,,,,,,8,Technological University Dublin,,,,,,,,,,,,TU
1399,Information and Communication Technologies (ICTs),Applied Computing (options),WD001,,,,,,,,8,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1400,Physical sciences,Science (options),WD002,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1401,Business and administration,Business,WD003,,,,,,,,6,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1402,Health,Health Sciences (options),WD005,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1403,Personal services,Exercise Sciences (options),WD006,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1404,Engineering and engineering trades,Engineering (options),WD007,,,,,,,,8,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1405,Engineering and engineering trades,Electronic Engineering,WD010,,,,,,,,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1406,Engineering and engineering trades,Mechanical Engineering,WD011,,,,,,,,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1407,Law,Legal Studies,WD013,,,,,,,,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1408,Welfare,Applied Social Care,WD018,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1409,Personal services,Recreation and Sport Management,WD019,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1410,Architecture and construction,Construction Management and Engineering,WD025,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1411,Arts,Music,WD027,,,,,,,,8,Waterford Institute of Technology,#,,,,,,,,,,,WD
1412,Business and administration,Business (options),WD048,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1413,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Forestry,WD076,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1414,Business and administration,Accounting,WD084,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1415,Personal services,Hospitality Management,WD091,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1416,Architecture and construction,Architectural Technology,WD094,,,,,,,,7,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1417,Agriculture,Horticulture (Waterford - Kildalton),WD096,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1418,Agriculture,Horticulture (Dublin - National Botanic Gardens),WD097,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1419,Health,General Nursing,WD116,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1420,Health,Psychiatric Nursing,WD117,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1421,Health,Intellectual Disability Nursing,WD120,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1422,Agriculture,Agriculture,WD126,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1423,Business and administration,International Business,WD134,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1424,Arts,Design (Visual Communications),WD137,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1425,Architecture and construction,Civil Engineering,WD139,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1426,Law,Laws,WD140,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1427,Architecture and construction,Architecture,WD144,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1428,Physical sciences,Pharmaceutical Science,WD147,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1429,Welfare,Early Childhood Studies,WD149,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1430,Law,Criminal Justice Studies,WD150,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1431,Information and Communication Technologies (ICTs),Software Systems Development,WD151,,,,,,,,7,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1432,Arts,Visual Art,WD152,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1433,Information and Communication Technologies (ICTs),Multimedia Applications Development,WD153,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1434,Information and Communication Technologies (ICTs),Information Technology,WD155,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1435,Business and administration,Business,WD159,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1436,Information and Communication Technologies (ICTs),Computer Forensics and Security,WD161,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1437,Architecture and construction,Quantity Surveying,WD162,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1438,Social and behavioural sciences,Psychology,WD163,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1439,Biological and related sciences,Food Science with Business,WD164,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1440,Personal services,Culinary Arts,WD172,,,,,,,,6,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1441,Personal services,Hospitality Studies,WD173,,,,,,,,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1442,Personal services,Tourism,WD174,,,,,,,,6,Waterford Institute of Technology,,,,,,,,,,,,WD
1443,Physical sciences,Pharmaceutical Science,WD175,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1444,Biological and related sciences,"Science (Mol. Biology with Biopharm.,Food Science with Business,Pharm.)",WD177,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1445,Engineering and engineering trades,Electrical Engineering,WD182,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1446,Business and administration,Retail Management,WD184,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1447,Personal services,Sports Coaching and Performance,WD186,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1448,Welfare,Social Science,WD187,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1449,Health,Applied Health Care,WD188,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1450,Agriculture,Agricultural Science,WD191,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1451,Welfare,Social Care Practice,WD192,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1452,Business and administration,Marketing and Digital Media,WD193,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1453,Personal services,Culinary Arts,WD194,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1454,Architecture and construction,Architectural and Building Information Modelling Technology,WD195,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1455,Arts,Arts (options),WD200,,,,,,,,8,Waterford Institute of Technology,,avp,,,,,,,,,,WD
1456,Health,Molecular Biology with Biopharmaceutical Science,WD205,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1457,Engineering and engineering trades,Electronic Engineering,WD206,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1458,Engineering and engineering trades,Mechanical Engineering,WD207,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1459,Manufacturing and processing,Manufacturing Engineering,WD208,,,,,,,,7,Waterford Institute of Technology,,,,,,,,,,,,WD
1460,Information and Communication Technologies (ICTs),Software Systems Development,WD210,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1461,Information and Communication Technologies (ICTs),Creative Computing,WD211,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1462,Personal services,Recreation and Sport Management,WD212,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
1463,Engineering and engineering trades,Mechanical and Manufacturing Engineering,WD230,,,,,,,,8,Waterford Institute of Technology,,,,,,,,,,,,WD
