,CATEGORY (i.e.ISCED description),COURSE TITLE,COURSE CODE2,R1 POINTS,R1 Random *,R2 POINTS,R2 Random*,EOS,EOS Random *,EOS Mid-point,LEVEL,HEI,Test/Interview #,avp,v,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,hei_code
192,Arts,Popular Music: Voice at CIT Cork School of Music,CR129,841.0,,,,841.0,,966.0,8,Cork Institute of Technology,#,,,,,,,,,,,CR
193,Arts,Musical Theatre at CIT Cork School of Music,CR130,548.0,,518.0,,505.0,,600.0,8,Cork Institute of Technology,#,,,,,,,,,,,CR
194,Business and administration,Business Information Systems,CR150,335.0,,,,335.0,,391.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
195,Arts,"Contemporary Applied Art (Ceramics, Glass, Textiles) at CIT Crawford",CR210,,,,,,,,8,Cork Institute of Technology,#,,,,,,,,,,,CR
196,Arts,Fine Art at CIT Crawford College of Art and Design,CR220,,,,,,,,8,Cork Institute of Technology,#,,,,,,,,,,,CR
197,Arts,Photography with New Media,CR225,,,,,,,,8,Cork Institute of Technology,#,,,,,,,,,,,CR
198,Physical sciences,Physical Sciences (Common Entry),CR300,282.0,,,,282.0,,476.0,7,Cork Institute of Technology,,,,,,,,,,,,CR
199,Physical sciences,Physical Sciences (Common Entry),CR305,282.0,,,,282.0,,356.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
200,Information and Communication Technologies (ICTs),IT Management,CR310,297.0,,,,297.0,,339.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
201,Biological and related sciences,Biomedical Science - Offered jointly by CIT and UCC,CR320,565.0,,,,565.0,,577.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
202,Biological and related sciences,Pharmaceutical Biotechnology,CR325,398.0,,,,398.0,,440.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
203,Health,Nutrition and Health Science,CR333,402.0,,,,402.0,,433.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
204,Biological and related sciences,Biological Sciences (Common Entry),CR335,420.0,,,,420.0,,451.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
205,Physical sciences,Analytical Chemistry with Quality Assurance,CR340,251.0,,,,251.0,,366.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
206,Physical sciences,Instrument Engineering,CR360,261.0,,,,261.0,,388.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
207,Environment,Environmental Science and Sustainable Technology,CR365,253.0,,,,253.0,,341.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
208,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",Agri-Biosciences,CR370,397.0,,,,397.0,,453.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
209,Business and administration,Accounting,CR400,316.0,,,,316.0,,413.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
210,Business and administration,Marketing,CR420,285.0,,,,285.0,,346.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
211,Business and administration,International Business with Language,CR425,298.0,,,,298.0,,412.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
212,Personal services,Sport and Exercise Management,CR430,322.0,,,,322.0,,407.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
213,Education,Montessori Education,CR440,288.0,,,,288.0,,362.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
214,Engineering and engineering trades,Engineering (Common Entry),CR500,411.0,,,,411.0,,465.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
215,Environment,Sustainable Energy Engineering,CR510,320.0,,,,320.0,,389.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
216,Health,Biomedical Engineering,CR520,444.0,,,,444.0,,488.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
217,Architecture and construction,Architectural Technology,CR560,308.0,,,,308.0,,377.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
218,Architecture and construction,Interior Architecture,CR565,359.0,,,,359.0,,423.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
219,Architecture and construction,Quantity Surveying,CR570,336.0,,,,336.0,,392.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
220,Architecture and construction,Construction Management,CR572,269.0,,,,269.0,,318.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
221,Engineering and engineering trades,Electrical Engineering,CR580,318.0,,,,318.0,,377.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
222,Engineering and engineering trades,Electronic Engineering,CR590,303.0,,,,303.0,,379.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
223,Arts,Visual Communications,CR600,,,,,,,,8,Cork Institute of Technology,#,,,,,,,,,,,CR
224,Welfare,Early Childhood Education and Care,CR620,365.0,,357.0,,357.0,,454.0,7,Cork Institute of Technology,,,,,,,,,,,,CR
225,Personal services,Culinary Arts,CR640,244.0,,,,244.0,,392.0,7,Cork Institute of Technology,,,,,,,,,,,,CR
226,Personal services,Beverage Industry Management,CR650,209.0,,,,209.0,,316.0,7,Cork Institute of Technology,,,,,,,,,,,,CR
227,Personal services,Culinary Studies,CR655,189.0,,,,189.0,,290.0,6,Cork Institute of Technology,,,,,,,,,,,,CR
228,Personal services,Hospitality Studies,CR657,180.0,,163.0,,163.0,,198.0,6,Cork Institute of Technology,,,,,,,,,,,,CR
229,Personal services,Tourism Management,CR660,252.0,,,,252.0,,325.0,8,Cork Institute of Technology,,,,,,,,,,,,CR
230,Arts,Theatre and Drama Studies at CIT Cork School of Music,CR700,740.0,,645.0,,645.0,,982.0,8,Cork Institute of Technology,#,,,,,,,,,,,CR
231,Engineering and engineering trades,Marine Electrotechnology at National Maritime College of Ireland,CR805,235.0,,,,235.0,,326.0,7,Cork Institute of Technology,,,,,,,,,,,,CR
232,Information and Communication Technologies (ICTs),Information Technology,CR888,290.0,,,,290.0,,372.0,7,Cork Institute of Technology,,,,,,,,,,,,CR
233,Information and Communication Technologies (ICTs),Computing in Information Technology,CT110,210.0,,,,210.0,,400.0,6,CCT College Dublin,,,,,,,,,,,,CT
234,Information and Communication Technologies (ICTs),Information Technology,CT116,219.0,,,,219.0,,263.0,7,CCT College Dublin,,,,,,,,,,,,CT
235,Information and Communication Technologies (ICTs),Information Technology,CT125,220.0,,,,220.0,,299.0,8,CCT College Dublin,,avp,,,,,,,,,,CT
236,Business and administration,Business,CT325,338.0,,,,281.0,,338.0,8,CCT College Dublin,,avp,,,,,,,,,,CT
237,Business and administration,Business,CW006,,,,,,,254.0,6,"Institute of Technology, Carlow",,avp,,,,,,,,,,CW
238,Business and administration,Business (options),CW018,298.0,,248.0,,248.0,,312.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
239,Agriculture,Sustainable Farm Management and Agribusiness,CW027,266.0,,,,268.0,,360.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
240,Welfare,Early Childhood Education and Care,CW028,252.0,,,,252.0,,301.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
241,Business and administration,Business (options),CW037,195.0,,,,195.0,,400.0,7,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
242,Arts,Art (portfolio),CW038,700.0,,,,700.0,,700.0,8,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
243,Arts,Visual Communications and Design,CW047,214.0,,181.0,,181.0,,336.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
244,Arts,Art (portfolio),CW057,700.0,,,,700.0,,700.0,7,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
245,Personal services,Tourism and Event Management,CW058,298.0,,,,298.0,,348.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
246,Welfare,Applied Social Studies in Professional Social Care,CW068,245.0,,,,245.0,,292.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
247,Personal services,Tourism and Event Management,CW077,217.0,,,,217.0,,311.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
248,Agriculture,Sustainable Farm Management and Agribusiness,CW078,269.0,,,,269.0,,327.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
249,Arts,Visual Communications and Design,CW088,274.0,,,,274.0,,340.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
250,Health,Physiology and Health Science,CW106,451.0,,,,451.0,,509.0,6,"Institute of Technology, Carlow",,,,,,,,,,,,CW
251,Environment,Analytical Science,CW107,277.0,,,,277.0,,445.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
252,Biological and related sciences,Science (options),CW108,261.0,,,,261.0,,346.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
253,Health,Pharmacy Technician Studies,CW116,250.0,,,,250.0,,388.0,6,"Institute of Technology, Carlow",,,,,,,,,,,,CW
254,Environment,Biosciences,CW117,205.0,,,,205.0,,380.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
255,Biological and related sciences,Science - Applied Biology or Applied Chemistry,CW126,191.0,,,,191.0,,424.0,6,"Institute of Technology, Carlow",,,,,,,,,,,,CW
256,Biological and related sciences,Brewing and Distilling,CW128,263.0,,,,263.0,,318.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
257,Personal services,Sport and Exercise Science,CW138,423.0,,,,423.0,,444.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
258,Personal services,Strength and Conditioning,CW148,379.0,,,,379.0,,400.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
259,Health,Sport Rehabilitation and Athletic Therapy,CW188,451.0,,448.0,,448.0,,466.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
260,Information and Communication Technologies (ICTs),Computing - Applications or Programming,CW206,235.0,,,,235.0,,369.0,6,"Institute of Technology, Carlow",,,,,,,,,,,,CW
261,Information and Communication Technologies (ICTs),Software Development,CW207,244.0,,,,244.0,,329.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
262,Information and Communication Technologies (ICTs),Computer Games Development,CW208,279.0,,,,279.0,,327.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
263,Information and Communication Technologies (ICTs),Information Technology Management,CW217,234.0,,,,234.0,,377.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
264,Information and Communication Technologies (ICTs),Cybercrime and IT Security,CW227,233.0,,,,242.0,,357.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
265,Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,CW237,212.0,,,,212.0,,337.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
266,Information and Communication Technologies (ICTs),Software Development,CW238,297.0,,,,297.0,,341.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
267,Information and Communication Technologies (ICTs),Information Technology Management,CW248,285.0,,,,285.0,,385.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
268,Information and Communication Technologies (ICTs),Cybercrime and IT Security,CW258,293.0,,,,293.0,,358.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
269,Information and Communication Technologies (ICTs),Computing in Interactive Digital Art and Design,CW268,287.0,,,,287.0,,369.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
270,Architecture and construction,Architectural Technology,CW407,188.0,,,,188.0,,358.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
271,Architecture and construction,Construction Management with Building Services,CW417,220.0,,,,220.0,,322.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
272,Architecture and construction,Civil Engineering,CW427,199.0,,,,199.0,,347.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
273,Architecture and construction,Construction (options),CW438,272.0,,,,272.0,,336.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
274,Architecture and construction,Architectural Technology,CW468,262.0,,,,262.0,,358.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
275,Architecture and construction,Civil Engineering,CW478,433.0,,,,433.0,,492.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
276,Engineering and engineering trades,Aircraft Systems,CW507,293.0,,,,294.0,,399.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
277,Engineering and engineering trades,Mechanical Engineering,CW517,276.0,,,,276.0,,371.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
278,Engineering and engineering trades,Electronic Engineering,CW527,227.0,,,,227.0,,357.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
279,Arts,TV and Media Production,CW547,301.0,,,,301.0,,413.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
280,Engineering and engineering trades,Mechanical Engineering,CW548,321.0,,,,321.0,,371.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
281,Engineering and engineering trades,Electronic Systems,CW558,280.0,,,,280.0,,361.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
282,Engineering and engineering trades,Aerospace Engineering,CW568,380.0,,,,380.0,,442.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
283,Arts,TV and Media Production,CW578,325.0,,,,325.0,,420.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
284,Law,Legal Studies,CW706,163.0,,,,163.0,,377.0,6,"Institute of Technology, Carlow",,,,,,,,,,,,CW
285,Arts,Industrial Design,CW707,207.0,,,,207.0,,380.0,7,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
286,Law,Law - LLB,CW708,302.0,,,,302.0,,349.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
287,Welfare,Professional Social Care Practice,CW717,288.0,,,,288.0,,347.0,7,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
288,Arts,Product Design Innovation,CW728,252.0,,,,252.0,,359.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
289,Welfare,Early Childhood Education and Care,CW748,270.0,,,,270.0,,327.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
290,Welfare,Professional Social Care Practice,CW758,336.0,,,,336.0,,358.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
291,Personal services,Sport Coaching and Business Management - GAA (portfolio),CW807,700.0,,,,700.0,,700.0,7,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
292,Business and administration,Media and Public Relations,CW808,251.0,,,,251.0,,298.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
293,Personal services,Sport Coaching and Business Management - Rugby (portfolio),CW817,700.0,,,,700.0,,700.0,7,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
294,Personal services,Sport Coaching and Business Management - Soccer (portfolio),CW827,700.0,,,,700.0,,700.0,7,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
295,Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW837,200.0,,,,200.0,,356.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
296,Information and Communication Technologies (ICTs),Digital Marketing with Analytics,CW848,254.0,,,,269.0,,326.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
297,Personal services,"Sports Management and Coaching (options, portfolio)",CW858,700.0,,,,700.0,,700.0,8,"Institute of Technology, Carlow",#,,,,,,,,,,,CW
298,Business and administration,Business,CW906,177.0,,,,177.0,,297.0,6,"Institute of Technology, Carlow",,,,,,,,,,,,CW
299,Business and administration,Business (options),CW908,280.0,,,,280.0,,357.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
300,Business and administration,Business (options),CW917,224.0,,,,224.0,,378.0,7,"Institute of Technology, Carlow",,,,,,,,,,,,CW
301,Business and administration,Business with Law,CW926,210.0,,,,210.0,,409.0,6,"Institute of Technology, Carlow",,,,,,,,,,,,CW
302,Business and administration,Accounting,CW936,231.0,,,,231.0,,403.0,6,"Institute of Technology, Carlow",,,,,,,,,,,,CW
303,Business and administration,Business with Law,CW938,283.0,,,,283.0,,301.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
304,Business and administration,Accounting,CW948,300.0,,,,300.0,,364.0,8,"Institute of Technology, Carlow",,,,,,,,,,,,CW
305,Information and Communication Technologies (ICTs),Computing,DB500,218.0,,218.0,,218.0,,301.0,8,Dublin Business School,,avp,,,,,,,,,,DB
306,Information and Communication Technologies (ICTs),Computing (Cloud Computing),DB501,227.0,,227.0,,227.0,,280.0,8,Dublin Business School,,avp,,,,,,,,,,DB
307,Information and Communication Technologies (ICTs),Computing (Data Analytics and Big Data),DB502,341.0,,341.0,,334.0,,377.0,8,Dublin Business School,,avp,,,,,,,,,,DB
308,Information and Communication Technologies (ICTs),Computing (Software Development),DB503,225.0,,225.0,,225.0,,281.0,8,Dublin Business School,,avp,,,,,,,,,,DB
309,Information and Communication Technologies (ICTs),Computing (Web and Mobile Technology),DB504,,,281.0,,281.0,,281.0,8,Dublin Business School,,avp,,,,,,,,,,DB
310,Arts,Audio Production and Music Project Management,DB510,234.0,,223.0,,223.0,,290.0,8,Dublin Business School,,avp,,,,,,,,,,DB
311,Business and administration,Business Studies,DB512,218.0,,203.0,,203.0,,308.0,8,Dublin Business School,,avp,,,,,,,,,,DB
312,Business and administration,Business Studies (Law),DB514,252.0,,,,251.0,,270.0,8,Dublin Business School,,avp,,,,,,,,,,DB
313,Business and administration,Business Studies (Human Resource Management),DB515,244.0,,244.0,,244.0,,326.0,8,Dublin Business School,,avp,,,,,,,,,,DB
314,Business and administration,Financial Services,DB516,,,,,,,,8,Dublin Business School,,,,,,,,,,,,DB
315,Business and administration,Marketing (Event Management),DB517,238.0,,,,238.0,,309.0,8,Dublin Business School,,avp,,,,,,,,,,DB
316,Business and administration,Accounting and Finance,DB521,225.0,,195.0,,195.0,,318.0,8,Dublin Business School,,avp,,,,,,,,,,DB
317,Information and Communication Technologies (ICTs),Business (Information Systems),DB524,342.0,,309.0,,309.0,,409.0,8,Dublin Business School,,avp,,,,,,,,,,DB
318,Information and Communication Technologies (ICTs),Business (Cloud Computing),DB526,347.0,,,,347.0,,423.0,8,Dublin Business School,,avp,,,,,,,,,,DB
319,Social and behavioural sciences,Applied Social Care,DB527,234.0,,260.0,,234.0,,306.0,8,Dublin Business School,,avp,,,,,,,,,,DB
320,Social and behavioural sciences,Applied Social Care,DB528,,,,,,,337.0,7,Dublin Business School,,avp,,,,,,,,,,DB
321,Business and administration,Marketing,DB531,293.0,,,,293.0,,336.0,8,Dublin Business School,,avp,,,,,,,,,,DB
322,Arts,Sound Engineering and Music Production,DB534,,,,,,,338.0,6,Dublin Business School,,avp,,,,,,,,,,DB
323,Social and behavioural sciences,Psychology,DB562,243.0,,229.0,,229.0,,322.0,8,Dublin Business School,,avp,,,,,,,,,,DB
324,Arts,Arts,DB563,161.0,,189.0,,161.0,,357.0,6,Dublin Business School,,avp,,,,,,,,,,DB
325,Social and behavioural sciences,Social Science,DB566,220.0,,227.0,,220.0,,290.0,8,Dublin Business School,,avp,,,,,,,,,,DB
326,Arts,Film and Creative Media,DB567,218.0,,202.0,,202.0,,290.0,8,Dublin Business School,,avp,,,,,,,,,,DB
327,Law,Law,DB568,219.0,,252.0,,217.0,,309.0,8,Dublin Business School,,avp,,,,,,,,,,DB
328,Business and administration,Business (Psychology),DB569,252.0,,,,252.0,,284.0,8,Dublin Business School,,avp,,,,,,,,,,DB
329,Business and administration,Business Studies,DB571,173.0,,211.0,,122.0,,398.0,7,Dublin Business School,,avp,,,,,,,,,,DB
330,Business and administration,Business in Accounting,DB572,119.0,,117.0,,117.0,,368.0,7,Dublin Business School,,avp,,,,,,,,,,DB
331,Business and administration,Business in Marketing,DB573,117.0,,146.0,,117.0,,388.0,7,Dublin Business School,,avp,,,,,,,,,,DB
332,Information and Communication Technologies (ICTs),Business in Information Technology,DB574,136.0,,388.0,,136.0,,388.0,7,Dublin Business School,,avp,,,,,,,,,,DB
333,Arts,Film and Creative Media,DB576,,,,,,,338.0,7,Dublin Business School,,avp,,,,,,,,,,DB
334,Education,Education - Early Childhood Education,DC001,440.0,,,,440.0,,462.0,8,Dublin City University,,,,,,,,,,,,DC
335,Education,Education - Primary Teaching,DC002,488.0,,,,488.0,,520.0,8,Dublin City University,,,,,,,,,,,,DC
336,Education,Education - Primary Teaching - Gaeltacht Applicants,DC003,445.0,,,,445.0,,462.0,8,Dublin City University,#,,,,,,,,,,,DC
337,Education,Education - Primary Teaching (Church of Ireland Centre formerly CICE),DC004,411.0,,409.0,,409.0,,463.0,8,Dublin City University,#,,,,,,,,,,,DC
338,Arts,Arts (Joint Honours) - Humanities,DC009,376.0,,,,376.0,,423.0,8,Dublin City University,,,,,,,,,,,,DC
339,Education,Post Primary Teacher Education - Religious Education and English,DC010,441.0,,429.0,,429.0,,465.0,8,Dublin City University,,,,,,,,,,,,DC
